Timestamp;Batttery;FREE_HEAP;MIN_FREE_HEAP
2025-03-22 05:48:55;26.576667149861652;82.05333333333333;75.764
2025-03-22 06:18:55;26.704999923706055;82.6;75.688
2025-03-22 06:48:55;26.796667098999023;82.34666666666668;75.548
2025-03-22 07:18:55;26.980000178019207;82.14933333333333;75.36533333333333
2025-03-22 07:48:55;27.163333892822266;81.98133333333332;75.23066666666668
2025-03-22 08:18:55;27.326666514078777;81.84;75.05333333333333
2025-03-22 08:48:55;27.356666564941406;81.632;74.87866666666667
2025-03-22 09:18:55;27.253333409627277;81.45066666666668;74.69066666666667
2025-03-22 09:48:55;27.236666361490887;81.296;74.512
2025-03-22 10:18:55;27.413333892822266;81.15066666666667;74.36133333333333
2025-03-22 10:48:55;27.376667022705078;80.456;74.13733333333333
2025-03-22 11:18:55;27.423332850138348;80.31866666666667;73.956
